"model","chunk_words","overlap_words","k","split","question_id","question","expected_pages","evidence_hit","page_hit","first_evidence_rank","first_page_rank","reciprocal_rank","embedding_dimension","model_context_tokens","index_chunks","document_embedding_seconds","query_embedding_seconds","retrieval_ms_per_question"
"all-minilm","200","0","5","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","False","False","2","2","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","10","10","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","10","10","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","10","10","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","True","True","10","10","0.1","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","10","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","1","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","3","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
"all-minilm","200","0","5","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","False","True","","1","0.0","384","512","286","7.897197","0.440551","0.156294"
